"Site1","Site2","Diff in Prop","Quarter","Distance","Difference"
"EG2","HP1",35.71428571,"July 2021",12.1109211843425,0.3571428571
"EG2","MP1",22.58064516,"July 2021",8.36088291818539,0.2258064516
"EG2","DP1",38.88888889,"July 2021",8.26214289040394,0.3888888889
"EG2","DP4",29.62962963,"July 2021",8.52153560501358,0.2962962963
"EG2","EG2",0,"July 2021",0,0
"EG3","AH1",3.57142856999999,"July 2021",4.83364742492275,0.0357142856999999
"EG3","AH3",5.40540541,"July 2021",13.1088796498404,0.0540540541
"EG3","DP3",26.47058824,"July 2021",4.49469931468986,0.2647058824
"EG3","EG1",55.55555556,"July 2021",5.19501824621529,0.5555555556
"EG3","EG4",0,"July 2021",3.12980205271069,0
"EG3","SC1",4.87804878,"July 2021",9.97752682093111,0.0487804878
"EG3","ST1",2.63157895000001,"July 2021",14.2395148088242,0.0263157895000001
"EG3","AH2",0,"July 2021",12.1549298794679,0
"EG3","DP2",35.29411765,"July 2021",3.77068781004932,0.3529411765
"EG3","DP5",7.40740741,"July 2021",7.68994014397308,0.0740740741000001
"EG3","EG3",0,"July 2021",0,0
"EG4","AH1",3.57142856999999,"July 2021",7.95640969791966,0.0357142856999999
"EG4","AH3",5.40540541,"July 2021",16.0792576965012,0.0540540541
"EG4","DP3",26.47058824,"July 2021",6.06089461540673,0.2647058824
"EG4","EG1",55.55555556,"July 2021",3.77058605138659,0.5555555556
"EG4","EG4",0,"July 2021",0,0
"HE1","AH1",0.93984961999999,"July 2021",12.7421813904133,0.0093984961999999
"HE1","AH3",2.77382646,"July 2021",13.6153645539879,0.0277382646
"HE1","DP3",23.83900929,"July 2021",17.0421108197283,0.2383900929
"HE1","EG1",52.92397661,"July 2021",10.2150292458139,0.5292397661
"HE1","EG4",2.63157895000001,"July 2021",13.4426679383555,0.0263157895000001
"HE1","SC1",2.24646983,"July 2021",6.88815793564974,0.0224646983
"HE1","ST1",0,"July 2021",4.50727019220969,0
"HE1","AH2",2.63157895000001,"July 2021",14.3082780411406,0.0263157895000001
"HE1","DP2",32.6625387,"July 2021",16.2087765632342,0.326625387
"HE1","DP5",4.77582846,"July 2021",19.649977270282,0.0477582846
"HE1","EG3",2.63157895000001,"July 2021",12.7471832506775,0.0263157895000001
"HE1","HE1",0,"July 2021",0,0
"HP1","AH1",32.14285714,"July 2021",16.0329905418048,0.3214285714
"HP1","AH3",30.3088803,"July 2021",19.6954133873349,0.303088803
"HP1","DP3",9.24369747,"July 2021",18.1664830727074,0.0924369747
"HP1","EG1",19.84126985,"July 2021",8.98920089741954,0.1984126985
"HP1","EG4",35.71428571,"July 2021",12.7421098823698,0.3571428571
"HP1","SC1",30.83623693,"July 2021",3.77059159881718,0.3083623693
"HP1","ST1",33.08270676,"July 2021",3.12957367741383,0.3308270676
"HP1","AH2",35.71428571,"July 2021",19.9922287461743,0.3571428571
"HP1","DP2",0.420168059999995,"July 2021",17.4956238239411,0.00420168059999995
"HP1","DP5",28.3068783,"July 2021",21.4199238926065,0.283068783
"HP1","EG3",35.71428571,"July 2021",13.7333503408594,0.3571428571
"HP1","HE1",33.08270676,"July 2021",7.1054304895948,0.3308270676
"HP1","HP1",0,"July 2021",0,0
"MP1","AH1",19.00921659,"July 2021",3.11977304756635,0.1900921659
"MP1","AH3",17.17523975,"July 2021",9.0527085590115,0.1717523975
"MP1","DP3",3.88994307999999,"July 2021",5.6928761826817,0.0388994307999999
"MP1","EG1",32.9749104,"July 2021",11.6594691426886,0.329749104
"MP1","EG4",22.58064516,"July 2021",9.77696575203858,0.2258064516
"MP1","SC1",17.70259638,"July 2021",15.5849974517391,0.1770259638
"MP1","ST1",19.94906621,"July 2021",18.7184150655256,0.1994906621
"MP1","AH2",22.58064516,"July 2021",7.51170095769734,0.2258064516
"MP1","DP2",12.71347249,"July 2021",5.20931824259803,0.1271347249
"MP1","DP5",15.17323775,"July 2021",5.41219289600531,0.1517323775
"MP1","EG3",22.58064516,"July 2021",6.77354537019931,0.2258064516
"MP1","HE1",19.94906621,"July 2021",15.7851299321367,0.1994906621
"MP1","HP1",13.13364055,"July 2021",19.102544727903,0.1313364055
"MP1","MP1",0,"July 2021",0,0
"PH1","AH1",20.42857143,"July 2021",4.81858145569469,0.2042857143
"PH1","AH3",18.59459459,"July 2021",9.37271230747985,0.1859459459
"PH1","DP3",2.47058824,"July 2021",6.55466784452549,0.0247058824
"PH1","EG1",31.55555556,"July 2021",13.3401297519146,0.3155555556
"PH1","EG4",24,"July 2021",11.2754141480638,0.24
"PH1","SC1",19.12195122,"July 2021",17.3166783774312,0.1912195122
"PH1","ST1",21.36842105,"July 2021",20.4034107963573,0.2136842105
"PH1","AH2",24,"July 2021",7.70324638762919,0.24
"PH1","DP2",11.29411765,"July 2021",6.25960917095737,0.1129411765
"PH1","DP5",16.59259259,"July 2021",5.27747259524395,0.1659259259
"PH1","EG3",24,"July 2021",8.36089285391746,0.24
"PH1","HE1",21.36842105,"July 2021",17.3658022176295,0.2136842105
"PH1","HP1",11.71428571,"July 2021",20.8293067000477,0.1171428571
"PH1","MP1",1.41935484,"July 2021",1.73168092571023,0.0141935484
"PH1","DP1",14.88888889,"July 2021",2.6046572706252,0.1488888889
"PH1","DP4",5.62962963,"July 2021",5.4203920363694,0.0562962963
"PH1","EG2",24,"July 2021",9.99626912225111,0.24
"PH1","PH1",0,"July 2021",0,0
"PR1","AH1",3.32512315000001,"July 2021",12.1209981925325,0.0332512315000001
"PR1","AH3",1.49114631,"July 2021",19.1669926889129,0.0149114631
"PR1","DP3",19.57403652,"July 2021",6.86665470263958,0.1957403652
"PR1","EG1",48.65900384,"July 2021",15.7854134774427,0.4865900384
"PR1","EG4",6.89655172000001,"July 2021",12.1112119442364,0.0689655172
"PR1","SC1",2.01850294,"July 2021",20.9932454221444,0.0201850294
"PR1","ST1",4.26497277,"July 2021",25.5287341331669,0.0426497277
"PR1","AH2",6.89655172000001,"July 2021",17.5312008081104,0.0689655172
"PR1","DP2",28.39756593,"July 2021",7.68973045137773,0.2839756593
"PR1","DP5",0.51085569,"July 2021",4.82311315092013,0.0051085569
"PR1","EG3",6.89655172000001,"July 2021",11.3119374116642,0.0689655172
"PR1","HE1",4.26497277,"July 2021",23.8978688674532,0.0426497277
"PR1","HP1",28.81773399,"July 2021",24.7550829171042,0.2881773399
"PR1","MP1",15.68409344,"July 2021",10.2154203561257,0.1568409344
"PR1","DP1",31.99233717,"July 2021",7.94032742548144,0.3199233717
"PR1","DP4",22.73307791,"July 2021",5.19475603545862,0.2273307791
"PR1","EG2",6.89655172000001,"July 2021",12.7424114785621,0.0689655172
"PR1","PH1",17.10344828,"July 2021",9.84723800295169,0.1710344828
"PR1","PR1",0,"July 2021",0,0
"PR2","AH1",26.66112957,"July 2021",14.3076167814338,0.2666112957
"PR2","AH3",24.82715273,"July 2021",21.460187336065,0.2482715273
"PR2","DP3",3.7619699,"July 2021",8.78262733231908,0.037619699
"PR2","EG1",25.32299742,"July 2021",17.2351942074094,0.2532299742
"PR2","EG4",30.23255814,"July 2021",13.4842114124729,0.3023255814
"PR2","SC1",25.35450936,"July 2021",22.49017449734,0.2535450936
"PR2","ST1",27.60097919,"July 2021",27.1904316375886,0.2760097919
"PR2","AH2",30.23255814,"July 2021",19.8243554166002,0.3023255814
"PR2","DP2",5.06155951000001,"July 2021",9.63678641310726,0.0506155951000001
"PR2","DP5",22.82515073,"July 2021",7.0921144162525,0.2282515073
"PR2","EG3",30.23255814,"July 2021",13.0923915454818,0.3023255814
"PR2","HE1",27.60097919,"July 2021",25.798171650523,0.2760097919
"PR2","HP1",5.48172757,"July 2021",26.2225196212812,0.0548172757
"PR2","MP1",7.65191297999999,"July 2021",12.4972482438321,0.0765191297999999
"PR2","DP1",8.65633075,"July 2021",10.2154747556743,0.0865633075
"PR2","DP4",0.602928509999998,"July 2021",7.39987422559977,0.00602928509999998
"PR2","EG2",30.23255814,"July 2021",14.39770077478,0.3023255814
"PR2","PH1",6.23255813999999,"July 2021",12.1375697571747,0.0623255813999999
"PR2","PR1",23.33600642,"July 2021",2.29341943357438,0.2333600642
"PR2","PR2",0,"July 2021",0,0
"PR3","AH1",6.95488722,"July 2021",14.7924947579829,0.0695488722
"PR3","AH3",5.12091038,"July 2021",22.1090669783742,0.0512091038
"PR3","DP3",15.94427245,"July 2021",9.11355074435332,0.1594427245
"PR3","EG1",45.02923977,"July 2021",17.2759521516785,0.4502923977
"PR3","EG4",10.52631579,"July 2021",13.5093122813839,0.1052631579
"PR3","SC1",5.64826701,"July 2021",22.5374538524212,0.0564826701
"PR3","ST1",7.89473683999999,"July 2021",27.311230713106,0.0789473683999999
"PR3","AH2",10.52631579,"July 2021",20.4888105952857,0.1052631579
"PR3","DP2",24.76780186,"July 2021",9.97659391715278,0.2476780186
"PR3","DP5",3.11890837999999,"July 2021",7.69528070689284,0.0311890837999999
"PR3","EG3",10.52631579,"July 2021",13.3158839113532,0.1052631579
"PR3","HE1",7.89473683999999,"July 2021",26.0547928111901,0.0789473683999999
"PR3","HP1",25.18796992,"July 2021",26.2485559486496,0.2518796992
"PR3","MP1",12.05432937,"July 2021",13.1071157153968,0.1205432937
"PR3","DP1",28.3625731,"July 2021",10.8163976374192,0.283625731
"PR3","DP4",19.10331384,"July 2021",7.93272629728793,0.1910331384
"PR3","EG2",10.52631579,"July 2021",14.5498230171554,0.1052631579
"PR3","PH1",13.47368421,"July 2021",12.8231968222272,0.1347368421
"PR3","PR1",3.62976406999999,"July 2021",2.99577313737512,0.0362976406999999
"PR3","PR2",19.70624235,"July 2021",0.859087542848524,0.1970624235
"PR3","PR3",0,"July 2021",0,0
"SC1","AH1",1.30662021000001,"July 2021",12.5794509725667,0.0130662021000001
"SC1","AH3",0.52735663,"July 2021",17.2848198089507,0.0052735663
"SC1","DP3",21.59253946,"July 2021",14.3978218474739,0.2159253946
"SC1","EG1",50.67750678,"July 2021",5.26162019003059,0.5067750678
"SC1","EG4",4.87804878,"July 2021",9.03102532207255,0.0487804878
"SC1","SC1",0,"July 2021",0,0
"ST1","AH1",0.93984961999999,"July 2021",15.5986420179596,0.0093984961999999
"ST1","AH3",2.77382646,"July 2021",17.9075397403219,0.0277382646
"ST1","DP3",23.83900929,"July 2021",18.7326267032008,0.2383900929
"ST1","EG1",52.92397661,"July 2021",10.2010936881422,0.5292397661
"ST1","EG4",2.63157895000001,"July 2021",13.9235620138335,0.0263157895000001
"ST1","SC1",2.24646983,"July 2021",5.19448974196538,0.0224646983
"ST1","ST1",0,"July 2021",0,0
"AH1","AH1",0,"August 2021",0,0
"AH2","AH1",2.77777777999999,"August 2021",7.41761615881878,0.0277777777999999
"AH2","AH3",0,"August 2021",1.73152913269283,0
"AH2","DP3",10.52631579,"August 2021",12.9590412579759,0.1052631579
"AH2","EG1",7.5,"August 2021",15.4290934922302,0.075
"AH2","EG4",0,"August 2021",15.2122070417365,0
"AH2","SC1",0,"August 2021",17.3226967179788,0
"AH2","ST1",0,"August 2021",18.4385370334453,0
"AH2","AH2",0,"August 2021",0,0
"AH3","AH1",2.77777777999999,"August 2021",8.548444728214,0.0277777777999999
"AH3","AH3",0,"August 2021",0,0
"DP1","AH1",0.213675219999999,"August 2021",4.5777116098435,0.00213675219999999
"DP1","AH3",2.56410255999999,"August 2021",11.3379691743546,0.0256410256
"DP1","DP3",7.96221323,"August 2021",3.97823193414014,0.0796221323
"DP1","EG1",4.93589744000001,"August 2021",11.7153729769176,0.0493589744000001
"DP1","EG4",2.56410255999999,"August 2021",9.17419129597273,0.0256410256
"DP1","SC1",2.56410255999999,"August 2021",16.1684169372058,0.0256410256
"DP1","ST1",2.56410255999999,"August 2021",19.7842335649481,0.0256410256
"DP1","AH2",2.56410255999999,"August 2021",9.77342569891451,0.0256410256
"DP1","DP2",2.56410255999999,"August 2021",3.78239522404879,0.0256410256
"DP1","DP5",0.769230770000007,"August 2021",3.12429444428437,0.00769230770000007
"DP1","EG3",2.56410255999999,"August 2021",6.53953470791857,0.0256410256
"DP1","HE1",2.56410255999999,"August 2021",17.2348729991124,0.0256410256
"DP1","HP1",0.466200470000004,"August 2021",19.8279500061077,0.00466200470000004
"DP1","MP1",2.56410255999999,"August 2021",2.29336063598142,0.0256410256
"DP1","DP1",0,"August 2021",0,0
"DP2","AH1",2.77777777999999,"August 2021",5.27462674955729,0.0277777777999999
"DP2","AH3",0,"August 2021",13.6370950102872,0
"DP2","DP3",10.52631579,"August 2021",0.865783180408223,0.1052631579
"DP2","EG1",7.5,"August 2021",8.78293671751053,0.075
"DP2","EG4",0,"August 2021",5.68030317768928,0
"DP2","SC1",0,"August 2021",13.7334458598364,0
"DP2","ST1",0,"August 2021",17.9785137801073,0
"DP2","AH2",0,"August 2021",12.3044960949953,0
"DP2","DP2",0,"August 2021",0,0
"DP3","AH1",7.74853801,"August 2021",6.06868955409293,0.0774853801
"DP3","AH3",10.52631579,"August 2021",14.335436684319,0.1052631579
"DP3","DP3",0,"August 2021",0,0
"DP4","AH1",1.22222222000001,"August 2021",6.92624215717187,0.0122222222000001
"DP4","AH3",4,"August 2021",14.3270573536263,0.04
"DP4","DP3",6.52631579,"August 2021",2.59753499006506,0.0652631579
"DP4","EG1",3.5,"August 2021",11.8968879473769,0.035
"DP4","EG4",4,"August 2021",8.65842960546787,0.04
"DP4","SC1",4,"August 2021",16.8426725732981,0.04
"DP4","ST1",4,"August 2021",20.9930295704915,0.04
"DP4","AH2",4,"August 2021",12.7759035269395,0.04
"DP4","DP2",4,"August 2021",3.11979657083134,0.04
"DP4","DP5",0.666666669999998,"August 2021",0.865846956997958,0.00666666669999998
"DP4","EG3",4,"August 2021",6.86679569457611,0.04
"DP4","HE1",4,"August 2021",18.9723613896313,0.04
"DP4","HP1",0.969696970000001,"August 2021",20.6001460354315,0.00969696970000001
"DP4","MP1",4,"August 2021",5.27465857836417,0.04
"DP4","DP1",1.43589744000001,"August 2021",3.00473495615153,0.0143589744000001
"DP4","DP4",0,"August 2021",0,0
"DP5","AH1",0.555555550000008,"August 2021",7.39501190744997,0.00555555550000008
"DP5","AH3",3.33333333,"August 2021",14.4285567299295,0.0333333333
"DP5","DP3",7.19298246,"August 2021",3.46338194706282,0.0719298246
"DP5","EG1",4.16666667,"August 2021",12.7481144020013,0.0416666667
"DP5","EG4",3.33333333,"August 2021",9.52427656246387,0.0333333333
"DP5","SC1",3.33333333,"August 2021",17.6673109592389,0.0333333333
"DP5","ST1",3.33333333,"August 2021",21.763228101145,0.0333333333
"DP5","AH2",3.33333333,"August 2021",12.8316574079208,0.0333333333
"DP5","DP2",3.33333333,"August 2021",3.96565402314262,0.0333333333
"DP5","DP5",0,"August 2021",0,0
"EG1","AH1",4.72222222000001,"August 2021",9.05347719177127,0.0472222222000001
"EG1","AH3",7.5,"August 2021",15.9126255334189,0.075
"EG1","DP3",3.02631579,"August 2021",9.3593214365259,0.0302631579
"EG1","EG1",0,"August 2021",0,0
"EG2","AH1",2.77777777999999,"August 2021",6.074584416801,0.0277777777999999
"EG2","AH3",0,"August 2021",13.8913068453862,0
"EG2","DP3",10.52631579,"August 2021",6.05556188837275,0.1052631579
"EG2","EG1",7.5,"August 2021",3.46334226316671,0.075
"EG2","EG4",0,"August 2021",2.2961178158629,0
"EG2","SC1",0,"August 2021",8.34255082032472,0
"EG2","ST1",0,"August 2021",12.8010104283309,0
"EG2","AH2",0,"August 2021",13.1091530450599,0
"EG2","DP2",0,"August 2021",5.40321187872974,0
"EG2","DP5",3.33333333,"August 2021",9.35935885611851,0.0333333333
"EG2","EG3",0,"August 2021",1.73167598304944,0
"EG2","HE1",0,"August 2021",11.709483509924,0
"EG2","HP1",3.03030303,"August 2021",12.1109211843425,0.0303030303
"EG2","MP1",0,"August 2021",8.36088291818539,0
"EG2","DP1",2.56410255999999,"August 2021",8.26214289040394,0.0256410256
"EG2","DP4",4,"August 2021",8.52153560501358,0.04
"EG2","EG2",0,"August 2021",0,0
"EG3","AH1",2.77777777999999,"August 2021",4.83364742492275,0.0277777777999999
"EG3","AH3",0,"August 2021",13.1088796498404,0
"EG3","DP3",10.52631579,"August 2021",4.49469931468986,0.1052631579
"EG3","EG1",7.5,"August 2021",5.19501824621529,0.075
"EG3","EG4",0,"August 2021",3.12980205271069,0
"EG3","SC1",0,"August 2021",9.97752682093111,0
"EG3","ST1",0,"August 2021",14.2395148088242,0
"EG3","AH2",0,"August 2021",12.1549298794679,0
"EG3","DP2",0,"August 2021",3.77068781004932,0
"EG3","DP5",3.33333333,"August 2021",7.68994014397308,0.0333333333
"EG3","EG3",0,"August 2021",0,0
"EG4","AH1",2.77777777999999,"August 2021",7.95640969791966,0.0277777777999999
"EG4","AH3",0,"August 2021",16.0792576965012,0
"EG4","DP3",10.52631579,"August 2021",6.06089461540673,0.1052631579
"EG4","EG1",7.5,"August 2021",3.77058605138659,0.075
"EG4","EG4",0,"August 2021",0,0
"HE1","AH1",2.77777777999999,"August 2021",12.7421813904133,0.0277777777999999
"HE1","AH3",0,"August 2021",13.6153645539879,0
"HE1","DP3",10.52631579,"August 2021",17.0421108197283,0.1052631579
"HE1","EG1",7.5,"August 2021",10.2150292458139,0.075
"HE1","EG4",0,"August 2021",13.4426679383555,0
"HE1","SC1",0,"August 2021",6.88815793564974,0
"HE1","ST1",0,"August 2021",4.50727019220969,0
"HE1","AH2",0,"August 2021",14.3082780411406,0
"HE1","DP2",0,"August 2021",16.2087765632342,0
"HE1","DP5",3.33333333,"August 2021",19.649977270282,0.0333333333
"HE1","EG3",0,"August 2021",12.7471832506775,0
"HE1","HE1",0,"August 2021",0,0
"HP1","AH1",0.252525250000005,"August 2021",16.0329905418048,0.00252525250000005
"HP1","AH3",3.03030303,"August 2021",19.6954133873349,0.0303030303
"HP1","DP3",7.49601276,"August 2021",18.1664830727074,0.0749601276
"HP1","EG1",4.46969697,"August 2021",8.98920089741954,0.0446969697
"HP1","EG4",3.03030303,"August 2021",12.7421098823698,0.0303030303
"HP1","SC1",3.03030303,"August 2021",3.77059159881718,0.0303030303
"HP1","ST1",3.03030303,"August 2021",3.12957367741383,0.0303030303
"HP1","AH2",3.03030303,"August 2021",19.9922287461743,0.0303030303
"HP1","DP2",3.03030303,"August 2021",17.4956238239411,0.0303030303
"HP1","DP5",0.303030300000003,"August 2021",21.4199238926065,0.00303030300000003
"HP1","EG3",3.03030303,"August 2021",13.7333503408594,0.0303030303
"HP1","HE1",3.03030303,"August 2021",7.1054304895948,0.0303030303
"HP1","HP1",0,"August 2021",0,0
"MP1","AH1",2.77777777999999,"August 2021",3.11977304756635,0.0277777777999999
"MP1","AH3",0,"August 2021",9.0527085590115,0
"MP1","DP3",10.52631579,"August 2021",5.6928761826817,0.1052631579
"MP1","EG1",7.5,"August 2021",11.6594691426886,0.075
"MP1","EG4",0,"August 2021",9.77696575203858,0
"MP1","SC1",0,"August 2021",15.5849974517391,0
"MP1","ST1",0,"August 2021",18.7184150655256,0
"MP1","AH2",0,"August 2021",7.51170095769734,0
"MP1","DP2",0,"August 2021",5.20931824259803,0
"MP1","DP5",3.33333333,"August 2021",5.41219289600531,0.0333333333
"MP1","EG3",0,"August 2021",6.77354537019931,0
"MP1","HE1",0,"August 2021",15.7851299321367,0
"MP1","HP1",3.03030303,"August 2021",19.102544727903,0.0303030303
"MP1","MP1",0,"August 2021",0,0
"PH1","AH1",2.77777777999999,"August 2021",4.81858145569469,0.0277777777999999
"PH1","AH3",0,"August 2021",9.37271230747985,0
"PH1","DP3",10.52631579,"August 2021",6.55466784452549,0.1052631579
"PH1","EG1",7.5,"August 2021",13.3401297519146,0.075
"PH1","EG4",0,"August 2021",11.2754141480638,0
"PH1","SC1",0,"August 2021",17.3166783774312,0
"PH1","ST1",0,"August 2021",20.4034107963573,0
"PH1","AH2",0,"August 2021",7.70324638762919,0
"PH1","DP2",0,"August 2021",6.25960917095737,0
"PH1","DP5",3.33333333,"August 2021",5.27747259524395,0.0333333333
"PH1","EG3",0,"August 2021",8.36089285391746,0
"PH1","HE1",0,"August 2021",17.3658022176295,0
"PH1","HP1",3.03030303,"August 2021",20.8293067000477,0.0303030303
"PH1","MP1",0,"August 2021",1.73168092571023,0
"PH1","DP1",2.56410255999999,"August 2021",2.6046572706252,0.0256410256
"PH1","DP4",4,"August 2021",5.4203920363694,0.04
"PH1","EG2",0,"August 2021",9.99626912225111,0
"PH1","PH1",0,"August 2021",0,0
"PR1","AH1",4.11877394000001,"August 2021",12.1209981925325,0.0411877394000001
"PR1","AH3",6.89655172000001,"August 2021",19.1669926889129,0.0689655172
"PR1","DP3",3.62976406999999,"August 2021",6.86665470263958,0.0362976406999999
"PR1","EG1",0.603448279999995,"August 2021",15.7854134774427,0.00603448279999995
"PR1","EG4",6.89655172000001,"August 2021",12.1112119442364,0.0689655172
"PR1","SC1",6.89655172000001,"August 2021",20.9932454221444,0.0689655172
"PR1","ST1",6.89655172000001,"August 2021",25.5287341331669,0.0689655172
"PR1","AH2",6.89655172000001,"August 2021",17.5312008081104,0.0689655172
"PR1","DP2",6.89655172000001,"August 2021",7.68973045137773,0.0689655172
"PR1","DP5",3.56321839,"August 2021",4.82311315092013,0.0356321839
"PR1","EG3",6.89655172000001,"August 2021",11.3119374116642,0.0689655172
"PR1","HE1",6.89655172000001,"August 2021",23.8978688674532,0.0689655172
"PR1","HP1",3.86624869000001,"August 2021",24.7550829171042,0.0386624869000001
"PR1","MP1",6.89655172000001,"August 2021",10.2154203561257,0.0689655172
"PR1","DP1",4.33244916000001,"August 2021",7.94032742548144,0.0433244916000001
"PR1","DP4",2.89655172000001,"August 2021",5.19475603545862,0.0289655172000001
"PR1","EG2",6.89655172000001,"August 2021",12.7424114785621,0.0689655172
"PR1","PH1",6.89655172000001,"August 2021",9.84723800295169,0.0689655172
"PR1","PR1",0,"August 2021",0,0
"PR2","AH1",2.77777777999999,"August 2021",14.3076167814338,0.0277777777999999
"PR2","AH3",0,"August 2021",21.460187336065,0
"PR2","DP3",10.52631579,"August 2021",8.78262733231908,0.1052631579
"PR2","EG1",7.5,"August 2021",17.2351942074094,0.075
"PR2","EG4",0,"August 2021",13.4842114124729,0
"PR2","SC1",0,"August 2021",22.49017449734,0
"PR2","ST1",0,"August 2021",27.1904316375886,0
